"Sample ID","Original Depth (m)","AP_comp Depth (cm)","Age (kyr)","Sedimentation Rate (cm/kyr)","Dry Bulk Density (g/cm3)","C. wuellerstorfi d18O (‰ vs. PDB)","C. wuellerstorfi d18O (‰ vs. PDB) + 0.64‰","C. wuellerstorfi d13C (‰ vs. PDB)","IRD Concentration (grains/g)","IRD Apparent MAR (grains/cm2/kyr)"
"361-U1475C-2H-4, 72-74",14.893,1604.8,462.47,3.865,0.9552,4.07,4.71,0.21,19.81,73.1335435748774
"361-U1475C-2H-4, 76-78",14.933,1608.8,463.51,3.844,0.9885,3.76,4.4,0.19,5.11,19.4162321737462
"361-U1475C-2H-4, 80-82",14.973,1612.8,464.55,3.831,0.9624,3.75,4.39,0.58,5.23,19.2856750957858
"361-U1475C-2H-4, 84-86",15.013,1616.8,465.6,3.828,0.9584,3.64,4.28,0.48,0,0
"361-U1475C-2H-4, 88-90",15.053,1620.8,466.65,3.808,0.9532,3.85,4.49,0.38,8.05,29.2215613099781
"361-U1475C-2H-4, 92-94",15.093,1624.8,467.71,3.784,0.9513,4.02,4.66,0.22,13.5,48.5918274687844
"361-U1475C-2H-4, 96-98",15.133,1628.8,468.77,3.752,0.9436,4.25,4.89,-0.37,2.76,9.77012042768729
"361-U1475C-2H-4, 100-102",15.173,1632.8,469.87,3.642,0.9453,3.51,4.15,0.14,5.68,19.5563299945362
"361-U1475C-2H-4, 104-106",15.213,1636.8,471.03,3.438,0.964,3.96,4.6,0.11,8.61,28.5322791337236
"361-U1475C-2H-4, 108-110",15.253,1640.8,472.27,3.234,0.951,3.47,4.11,0.53,0,0
"361-U1475C-2H-4, 112-114",15.293,1644.8,473.63,2.946,0.9214,3.9,4.54,0.21,2.63,7.1381066273935
"361-U1475C-2H-4, 116-118",15.333,1648.8,475.1,2.711,0.9855,3.63,4.27,0.62,7.59,20.2759371103274
"361-U1475C-2H-4, 120-122",15.373,1652.8,476.67,2.551,0.9779,3.93,4.57,0.32,2.75,6.86040816326538
"361-U1475C-2H-4, 124-126",15.413,1656.8,478.27,2.502,0.9783,3.6,4.24,0.41,2.2,5.38479859894908
"361-U1475C-2H-4, 128-130",15.453,1660.8,479.9,2.462,0.9747,4.05,4.69,0.28,2.66,6.38295224027576
"361-U1475C-2H-4, 132-134",15.493,1664.8,481.54,2.426,0.948,3.68,4.32,0.59,0,0
"361-U1475C-2H-4, 136-138",15.533,1668.8,483.19,2.431,0.9345,,,,0,0
"361-U1475C-2H-4, 140-142",15.573,1672.8,484.82,2.453,0.9762,3.58,4.22,0.48,2.53,6.05760313956311
"361-U1475C-2H-4, 144-146",15.613,1676.8,486.46,2.441,0.9344,3.46,4.1,0.8,4.59,10.468381742739
"361-U1475C-2H-4, 148-150",15.653,1680.8,488.11,2.43,0.9374,3.48,4.12,0.49,0,0
"361-U1475C-2H-5, 2-4",15.693,1684.8,489.75,2.428,0.9556,3.48,4.12,0.76,5.41,12.5521260774558
"361-U1475C-2H-5, 6-8",15.733,1688.8,491.4,2.433,0.9741,3.46,4.1,0.6,0,0
"361-U1475C-2H-5, 10-12",15.773,1692.8,493.05,2.421,0.9592,3.21,3.85,0.9,0,0
"361-U1475C-2H-5, 14-16",15.813,1696.8,494.7,2.425,0.958,3.55,4.19,1.06,2.27,5.27446034440939
"361-U1475C-2H-5, 18-20",15.853,1700.8,496.35,2.428,0.947,3.56,4.2,0.73,0,0
"361-U1475C-2H-5, 22-24",15.893,1704.8,497.99,2.435,0.9689,3.41,4.05,0.78,0,0
"361-U1475C-2H-5, 26-28",15.933,1708.8,499.62,2.452,0.9834,3.34,3.98,0.89,0,0
"361-U1475C-2H-5, 30-32",15.973,1712.8,501.25,2.461,0.9774,3.37,4.01,0.93,0,0
"361-U1475C-2H-5, 34-36",16.013,1716.8,502.86,2.479,0.9554,3.46,4.1,0.88,0,0
"361-U1475C-2H-5, 38-40",16.053,1720.8,504.46,2.502,0.973,3.42,4.06,0.83,0,0
"361-U1475C-2H-5, 42-44",16.093,1724.8,506.05,2.52,0.9638,3.45,4.09,0.73,4.78,11.6078488284202
"361-U1475C-2H-5, 46-48",16.133,1728.8,507.61,2.563,0.9631,3.5,4.14,0.74,0,0
"361-U1475C-2H-5, 50-52",16.173,1732.8,509.15,2.584,0.964,3.51,4.15,0.5,0,0
"361-U1475C-2H-5, 54-56",16.213,1736.8,510.7,2.585,0.9794,3.64,4.28,0.66,0,0
"361-U1475C-2H-5, 58-60",16.253,1740.8,512.23,2.624,0.9757,3.779,4.42,0.541,8.46,21.6599086853842
"361-U1475C-2H-5, 62-64",16.293,1744.8,513.75,2.618,0.9632,3.98,4.62,0.95,10,25.2157068062823
"361-U1475C-2H-5, 66-68",16.333,1748.8,515.29,2.61,0.9668,3.9,4.54,0.53,18.27,46.1005767975989
"361-U1475C-2H-5, 70-72",16.373,1752.8,516.81,2.625,0.9619,3.82,4.46,0.53,9.13,23.0567855080076
"361-U1475C-2H-5, 74-76",16.413,1756.8,518.32,2.64,0.9833,3.77,4.41,0.63,0,0
"361-U1475C-2H-5, 78-80",16.453,1760.8,519.86,2.61,1.0058,3.81,4.45,0.98,4.73,12.4161419809474
"361-U1475C-2H-5, 82-84",16.493,1764.8,521.37,2.643,0.9724,3.62,4.26,0.82,0,0
"361-U1475C-2H-5, 86-88",16.533,1768.8,522.9,2.618,0.9867,3.67,4.31,0.48,0,0
"361-U1475C-2H-5, 90-92",16.573,1772.8,524.43,2.612,0.9697,3.61,4.25,0.84,4.64,11.7536969696968
"361-U1475C-2H-5, 94-96",16.613,1776.8,525.96,2.608,0.9531,3.67,4.31,0.84,10.4,25.8529786124156
"361-U1475C-2H-5, 98-100",16.653,1780.8,527.5,2.605,0.9389,3.51,4.15,0.79,9.5,23.2335504037503
"361-U1475C-2H-5, 102-104",16.693,1784.8,529.06,2.564,0.9445,3.51,4.15,0.44,0,0
"361-U1475C-2H-5, 106-108",16.733,1788.8,530.63,2.544,0.9247,3.69,4.33,0.61,8.85,20.8185499872804
"361-U1475C-2H-5, 110-112",16.773,1792.8,532.22,2.513,0.9159,3.73,4.37,0.53,10.13,23.3122351758796
"361-U1475C-2H-5, 114-116",16.813,1796.8,533.82,2.498,0.9077,3.82,4.46,0.31,37.33,84.6351802173092
"361-U1475C-2H-5, 118-120",16.853,1800.8,535.48,2.413,0.9254,4.06,4.7,0.15,19.85,44.3271959459459
"361-U1475C-2H-5, 122-124",16.893,1804.8,537.36,2.129,0.9393,4.26,4.9,-0.01,33.56,67.0971409110272
"361-U1475C-2H-5, 126-128",16.933,1808.8,539.7,1.711,0.9283,4.23,4.87,0.12,13.62,21.6289001796251
"361-U1475C-2H-5, 130-132",16.973,1812.8,542.36,1.502,0.8952,4.24,4.88,0.15,44.07,59.2568741363782
"361-U1475C-2H-5, 134-136",17.013,1816.8,545.08,1.471,0.943,4.1,4.74,0.27,54.38,75.4543003016251
"361-U1475C-2H-5, 138-140",17.053,1820.8,547.79,1.476,0.9709,4.02,4.66,0.24,112.17,160.74333520295
"361-U1475C-2H-5, 142-144",17.093,1824.8,550.49,1.481,0.9474,3.63,4.27,0.19,71.43,100.236890534738
"361-U1475C-2H-5, 146-148",17.133,1828.8,553.21,1.473,0.9179,3.57,4.21,0.34,54.34,73.4657804943893
"361-U1475C-2H-6, 0-2",17.173,1832.8,555.91,1.481,0.9168,3.26,3.9,0.34,14.84,20.1442026124438
"361-U1475C-2H-6, 4-6",17.213,1836.8,558.62,1.477,0.9279,3.53,4.17,0.3,5.99,8.20975066469728
"361-U1475C-2H-6, 8-10",17.253,1840.8,561.32,1.48,0.9257,3.29,3.93,0.55,2.73,3.7388761651131
"361-U1475C-2H-6, 12-14",17.293,1844.8,564.04,1.471,0.9094,3.27,3.91,0.56,40.08,53.5987482352958
"361-U1475C-2H-6, 16-18",17.333,1848.8,566.78,1.462,0.9092,3.98,4.62,0.23,39.77,52.8754609929073
"361-U1475C-2H-6, 20-22",17.373,1852.8,569.49,1.473,0.913,3.42,4.06,0.29,25.16,33.8357342760348
"361-U1475C-2H-6, 24-26",17.413,1856.8,572.21,1.471,0.8559,3.5,4.14,0.16,6.32,7.95853229365867
"361-U1475C-2H-6, 28-30",17.453,1860.8,574.9,1.487,0.9347,3.6,4.24,0.36,6.54,9.08832471008083
"361-U1475C-2H-6, 32-34",17.493,1864.8,577.59,1.489,0.911,3.33,3.97,0.28,21.61,29.306602158541
"361-U1475C-2H-6, 36-38",17.533,1868.8,580.26,1.498,0.8488,3.84,4.48,0.16,9.37,11.9144287640446
"361-U1475C-2H-6, 40-42",17.573,1872.8,582.93,1.497,0.808,3.89,4.53,0.16,10.31,12.4698450714768
"361-U1475C-2H-6, 44-46",17.613,1876.8,585.57,1.513,0.8706,3.7,4.34,0.05,18.54,24.4200689863842
"361-U1475C-2H-6, 48-50",17.653,1880.8,588.22,1.509,0.8724,3.66,4.3,0.36,36.36,47.8785275073574
"361-U1475C-2H-6, 52-54",17.693,1884.8,590.85,1.525,0.8299,3.63,4.27,-0.01,17.9,22.6549519597378
"361-U1475C-2H-6, 56-58",17.733,1888.8,593.49,1.512,0.821,3.51,4.15,0.54,6.77,8.40514056710781
"361-U1475C-2H-6, 60-62",17.773,1892.8,596.13,1.519,0.8055,3.48,4.12,0.14,12.21,14.9406033723227
"361-U1475C-2H-6, 64-66",17.813,1896.8,598.75,1.527,1.0571,3.38,4.02,0.53,47.71,76.9944205785834
"361-U1475E-3H-1, 140-142",17.859,1901.4,601.78,1.518,0.8654,3.34,3.98,0.35,6.68,8.77276695698063
"361-U1475E-3H-1, 144-146",17.899,1905.4,604.39,1.53,0.8722,3.27,3.91,0.69,0,0
"361-U1475E-3H-2, 2-4",17.979,1913.4,609.61,1.533,0.8857,3.07,3.71,0.6,11.17,15.1676346352865
"361-U1475E-3H-2, 6-8",18.019,1917.4,612.21,1.538,0.8824,2.86,3.5,0.54,0,0
"361-U1475E-3H-2, 10-12",18.059,1921.4,614.79,1.553,0.8673,3.19,3.83,0.44,0,0
"361-U1475E-3H-2, 14-16",18.099,1925.4,617.36,1.553,0.8743,3.78,4.42,0.18,6.14,8.33552670807444
"361-U1475E-3H-2, 18-20",18.139,1929.4,619.92,1.564,0.8751,3.38,4.02,0.28,6.17,8.44594149851373
"361-U1475E-3H-2, 22-24",18.179,1933.4,622.46,1.576,0.852,4.27,4.91,-0.05,3.24,4.35077689337234
"361-U1475E-3H-2, 26-28",18.219,1937.4,624.99,1.58,0.8069,3.98,4.62,0.18,8.76,11.1677371040362
"361-U1475E-3H-2, 30-32",18.259,1941.4,627.53,1.573,0.7928,3.59,4.23,0.3,9.17,11.4358518285489
"361-U1475E-3H-2, 34-36",18.299,1945.4,630.07,1.575,0.7817,4.33,4.97,-0.08,3.57,4.39555898566713
"361-U1475E-3H-2, 38-40",18.339,1949.4,632.63,1.566,0.7898,4.32,4.96,-0.1,10.38,12.8376511118072
"361-U1475E-3H-2, 42-44",18.379,1953.4,635.16,1.575,0.7516,4.66,5.3,0.06,14.42,17.0714266813675
"361-U1475E-3H-2, 46-48",18.419,1957.4,637.74,1.554,0.7225,4.53,5.17,-0.16,3.1,3.48101958346277
"361-U1475E-3H-2, 50-52",18.459,1961.4,640.3,1.562,0.7683,4.64,5.28,-0.17,17.32,20.7894116544293
"361-U1475E-3H-2, 54-56",18.499,1965.4,642.84,1.577,0.7561,4.01,4.65,0.07,2.08,2.4800592919656
"361-U1475E-3H-2, 58-60",18.539,1969.4,645.39,1.565,0.7726,4.54,5.18,-0.15,7.45,9.00715492957772
"361-U1475E-3H-2, 62-64",18.579,1973.4,647.96,1.558,0.7614,4.44,5.08,-0.27,4.05,4.80572230014015
"361-U1475E-3H-2, 66-68",18.619,1977.4,650.5,1.571,0.8071,4.35,4.99,-0.1,16.11,20.4332571697958
"361-U1475E-3H-2, 70-72",18.659,1981.4,653.07,1.559,0.8065,4.4,5.04,-0.03,6.1,7.66938654610692
"361-U1475E-3H-2, 74-76",18.699,1985.4,655.63,1.564,0.8481,4.23,4.87,-0.03,14.8,19.6357856863511
"361-U1475E-3H-2, 78-80",18.739,1989.4,658.19,1.558,0.8327,4.33,4.97,-0.01,12.59,16.3364936501752
"361-U1475E-3H-2, 82-84",18.779,1993.4,660.76,1.561,0.818,4.19,4.83,-0.29,12.45,15.8965113556539
"361-U1475E-3H-2, 86-88",18.819,1997.4,663.33,1.553,0.8134,4.28,4.92,-0.34,22.13,27.9568678366204
"361-U1475E-3H-2, 90-92",18.859,2001.4,665.9,1.555,0.8142,4.34,4.98,-0.38,56.19,71.1195497862421
"361-U1475E-3H-2, 94-96",18.899,2005.4,668.47,1.558,0.8056,4.15,4.79,0.03,131.61,165.233411874712
"361-U1475E-3H-2, 98-100",18.939,2009.4,671.05,1.549,0.8244,4,4.64,-0.31,166.08,212.125419474781
"361-U1475E-3H-2, 102-104",18.979,2013.4,673.63,1.555,0.8596,4.12,4.76,-0.38,79.98,106.888694029854
"361-U1475E-3H-2, 106-108",19.019,2017.4,676.2,1.554,0.8572,4.07,4.71,-0.47,39.09,52.0770662107518
"361-U1475E-3H-2, 110-112",19.059,2021.4,678.78,1.551,0.873,4.09,4.73,-0.06,17.32,23.451508336565
"361-U1475E-3H-2, 114-116",19.099,2025.4,681.35,1.554,0.8412,3.93,4.57,-0.09,45.01,58.8491670163986
"361-U1475E-3H-2, 118-120",19.139,2029.4,683.94,1.546,0.8412,3.63,4.27,0.31,18,23.4052867522032
"361-U1475E-3H-2, 122-124",19.179,2033.4,686.52,1.551,0.8607,4.23,4.87,-0.24,18.64,24.8749130940384
"361-U1475E-3H-2, 126-128",19.219,2037.4,689.09,1.558,0.8848,3.51,4.15,0.18,11.27,15.535164290722
"361-U1475E-3H-2, 130-132",19.259,2041.4,691.66,1.553,0.8785,3.18,3.82,0.57,0,0
"361-U1475E-3H-2, 134-136",19.299,2045.4,694.23,1.559,0.8821,3.47,4.11,0.52,2.68,3.68564764577486
"361-U1475E-3H-2, 138-140",19.339,2049.4,696.78,1.567,0.8421,3.16,3.8,0.6,0,0
"361-U1475E-3H-2, 142-144",19.379,2053.4,699.35,1.56,0.817,3.25,3.89,0.61,5.45,6.94837793555431
"361-U1475E-3H-2, 146-148",19.419,2057.4,701.95,1.538,0.8026,3.22,3.86,0.6,0,0
"361-U1475E-3H-3, 4-6",19.499,2065.4,707.13,1.544,0.8004,3.35,3.99,0.38,0,0
"361-U1475E-3H-3, 8-10",19.539,2069.4,709.61,1.613,0.8156,3.62,4.26,0.56,0,0
"361-U1475E-3H-3, 12-14",19.579,2073.4,711.9,1.743,0.822,3.49,4.13,0.51,5.9,8.45502092050212
"361-U1475E-3H-3, 16-18",19.619,2077.4,714.1,1.824,0.895,3.76,4.4,0.12,3.02,4.92915108963279
"361-U1475E-3H-3, 20-22",19.659,2081.4,716.24,1.869,0.908,3.78,4.42,0.09,0,0
"361-U1475E-3H-3, 24-26",19.699,2085.4,718.37,1.874,0.8924,4.14,4.78,0,5.25,8.78099522069126
"361-U1475E-3H-3, 28-30",19.739,2089.4,720.46,1.911,0.939,4.17,4.81,-0.3,11.47,20.5854931192671
"361-U1475E-3H-3, 32-34",19.779,2093.4,722.54,1.928,0.8846,4.17,4.81,-0.12,15.62,26.6360520481922
"361-U1475E-3H-3, 36-38",19.819,2097.4,724.59,1.946,0.8378,4.14,4.78,-0.3,22.92,37.3696137004949
"361-U1475E-3H-3, 40-42",19.859,2101.4,726.63,1.969,0.815,4.16,4.8,-0.27,10.39,16.6689960629927
"361-U1475E-3H-3, 44-46",19.899,2105.4,728.67,1.956,0.8174,3.67,4.31,0.1,20.77,33.210872456962
"361-U1475E-3H-3, 48-50",19.939,2109.4,730.77,1.905,0.8128,3.9,4.54,0.05,8.6,13.3195121951227
"361-U1475E-3H-3, 52-54",19.979,2113.4,732.9,1.878,0.84,3.95,4.59,-0.28,12.84,20.254647887324
"361-U1475E-3H-3, 56-58",20.019,2117.4,735.07,1.842,0.8396,3.79,4.43,0.04,19.18,29.6675165806927
"361-U1475E-3H-3, 60-62",20.059,2121.4,737.27,1.818,0.852,3.82,4.46,-0.04,48.11,74.5335394126745
"361-U1475E-3H-3, 64-66",20.099,2125.4,739.48,1.807,0.819,3.99,4.63,-0.3,15.3,22.6390243902433
"361-U1475E-3H-3, 68-70",20.139,2129.4,741.75,1.766,0.8114,3.7,4.34,-0.07,66.76,95.6881540363883
"361-U1475E-3H-3, 72-74",20.179,2133.4,743.88,1.877,0.8034,3.89,4.53,-0.29,131.55,198.324770125734
"361-U1475E-3H-3, 76-78",20.219,2137.4,745.68,2.217,0.8046,4.07,4.71,-0.11,111.72,199.312443458983
"361-U1475E-3H-3, 80-82",20.259,2141.4,747.42,2.312,0.818,4.13,4.77,-0.32,132.46,250.467591308363
"361-U1475E-3H-3, 84-86",20.299,2145.4,749.08,2.4,0.829,4.15,4.79,-0.18,48.07,95.6438977559094
"361-U1475E-3H-3, 88-90",20.339,2149.4,750.69,2.487,0.8452,3.82,4.46,0.14,35.48,74.5777070380468
"361-U1475E-3H-3, 92-94",20.379,2153.4,752.25,2.56,0.874,3.44,4.08,0.15,62.12,138.980878023809
"361-U1475E-3H-3, 96-98",20.419,2157.4,753.8,2.586,0.9334,3.46,4.1,0.08,4.59,11.0777142857149
"361-U1475E-3H-3, 100-102",20.459,2161.4,755.33,2.611,0.95,3.78,4.42,-0.09,19.56,48.5106382978726
"361-U1475E-3H-3, 104-106",20.499,2165.4,756.88,2.592,0.9262,3.45,4.09,0.31,22.69,54.4724675997902
"361-U1475E-3H-3, 108-110",20.539,2169.4,758.43,2.577,0.9274,3.12,3.76,0.53,0,0
"361-U1475E-3H-3, 112-114",20.579,2173.4,759.97,2.597,0.9322,3.46,4.1,0.42,13.48,32.6391064935073
"361-U1475E-3H-3, 116-118",20.619,2177.4,761.48,2.646,0.9088,3.23,3.87,0.35,0,0
"361-U1475E-3H-3, 120-122",20.659,2181.4,762.99,2.644,0.901,3.2,3.84,0.23,0,0
"361-U1475E-3H-3, 124-126",20.699,2185.4,764.5,2.652,0.9112,3.04,3.68,0.39,2.95,7.1291340670999
"361-U1475E-3H-3, 128-130",20.739,2189.4,766,2.672,0.9128,3.1,3.74,0.41,0,0
"361-U1475E-3H-3, 132-134",20.779,2193.4,767.51,2.638,0.9152,3.074,3.71,0.418,7.63,18.4198786599831
"361-U1475E-3H-3, 136-138",20.819,2197.4,769.08,2.56,0.9302,3.615,4.26,0.092,3.94,9.38056821090326
"361-U1475E-3H-3, 140-142",20.859,2201.4,770.78,2.354,0.933,3.024,3.66,0.357,4.16,9.13672316384232
"361-U1475E-3H-3, 144-146",20.899,2205.4,772.74,2.04,0.91,3.047,3.69,0.473,3.91,7.25698551906967
"361-U1475E-3H-3, 148-150",20.939,2209.4,775.34,1.536,0.9182,3.565,4.21,0.117,2.56,3.61057033742697
"361-U1475E-3H-4, 2-4",20.979,2213.4,778.79,1.161,0.9319,3.593,4.23,0.11,1.72,1.86080623967658
"361-U1475E-3H-4, 6-8",21.019,2217.4,782.24,1.158,0.945,3.017,3.66,0.342,2.75,3.00933302454843
"361-U1475E-3H-4, 10-12",21.059,2221.4,784.89,1.51,0.8882,3.983,4.62,-0.077,18.94,25.4031945639864
"361-U1475E-3H-4, 14-16",21.099,2225.4,786.87,2.025,0.849,3.702,4.34,-0.238,86.49,148.680845515288
"361-U1475E-3H-4, 18-20",21.139,2229.4,788.48,2.482,0.8,3.687,4.33,-0.119,11.99,23.8085867460915
"361-U1475E-3H-4, 22-24",21.179,2233.4,790.01,2.616,0.8698,3.828,4.47,-0.357,44.98,102.346121124918
"361-U1475E-3H-4, 26-28",21.219,2237.4,791.52,2.645,0.9422,4.036,4.68,-0.313,13.92,34.6862396191468
"361-U1475E-3H-4, 30-32",21.259,2241.4,793,2.703,0.8958,4.376,5.02,-0.354,8.84,21.4081427412814
"361-U1475E-3H-4, 34-36",21.299,2245.4,794.46,2.734,0.889,4.381,5.02,-0.353,8.08,19.6385421736163
"361-U1475E-3H-4, 38-40",21.339,2249.4,795.92,2.751,0.8763,4.207,4.85,-0.401,2.87,6.91895020632761
"361-U1475E-3H-4, 42-44",21.379,2253.4,797.39,2.71,0.8822,4.368,5.01,-0.429,15.03,35.9270147676479
"361-U1475E-3H-4, 46-48",21.419,2257.4,798.87,2.707,0.8791,3.811,4.45,-0.028,11.35,27.0150588872325
"361-U1475E-3H-4, 50-52",21.459,2261.4,800.35,2.704,0.877,4.154,4.79,-0.198,16.81,39.8604028660283
"361-U1475E-3H-4, 54-56",21.499,2265.4,801.84,2.675,0.9039,4.266,4.91,-0.432,24.12,58.32419903692
"361-U1475E-3H-4, 58-60",21.539,2269.4,803.35,2.654,0.8835,4.259,4.9,-0.295,18.63,43.6893897810201
"361-U1475E-3H-4, 62-64",21.579,2273.4,804.86,2.654,0.8519,4.181,4.82,-0.316,20.98,47.4343991507428
"361-U1475E-3H-4, 66-68",21.619,2277.4,806.39,2.616,0.833,4.223,4.86,-0.494,21.71,47.3082056245914
"361-U1475E-3H-4, 70-72",21.659,2281.4,807.92,2.603,0.87,3.639,4.28,0.046,25.08,56.8044696693543
"361-U1475E-3H-4, 74-76",21.699,2285.4,809.49,2.558,0.8887,4.161,4.8,-0.065,49.59,112.743987720648
"361-U1475E-3H-4, 78-80",21.739,2289.4,811.04,2.57,0.9134,4.16,4.8,-0.109,22.72,53.3368203546628
"361-U1475E-3H-4, 82-84",21.779,2293.4,812.62,2.543,0.9192,4.082,4.72,-0.217,19.1,44.6414543605411
"361-U1475E-3H-4, 86-88",21.819,2297.4,814.2,2.519,0.9079,4.072,4.71,-0.145,17.29,39.5346812743951
"361-U1475E-3H-4, 90-92",21.859,2301.4,815.79,2.524,0.936,4.051,4.69,0.017,14.71,34.7559257856893
"361-U1475E-3H-4, 94-96",21.899,2305.4,817.39,2.503,0.935,3.873,4.51,-0.198,8.75,20.4812867693092
"361-U1475E-3H-4, 98-100",21.939,2309.4,819,2.486,0.9187,3.857,4.5,-0.045,13.63,31.1327906514155
"361-U1475E-3H-4, 102-104",21.979,2313.4,820.61,2.475,0.9518,3.88,4.52,0.017,14.09,33.1938079207923
"361-U1475E-3H-4, 106-108",22.019,2317.4,822.21,2.502,0.9394,3.832,4.47,-0.153,24.1,56.6318348968089
"361-U1475E-3H-4, 110-112",22.059,2321.4,823.83,2.477,0.954,3.74,4.38,0.216,16.14,38.1379705263156
"361-U1475E-3H-4, 114-116",22.099,2325.4,825.45,2.467,0.9436,3.787,4.43,-0.273,14.57,33.9113695115947
"361-U1475E-3H-4, 118-120",22.139,2329.4,827.07,2.459,0.9047,3.55,4.19,0.45,7.8,17.3527701955005
"361-U1475E-3H-4, 122-124",22.179,2333.4,828.71,2.452,0.8869,3.656,4.3,0.157,10.68,23.2239264435441
"361-U1475E-3H-4, 126-128",22.219,2337.4,830.33,2.457,0.8665,3.514,4.15,0.41,5.53,11.7745039931197
"361-U1475E-3H-4, 130-132",22.259,2341.4,831.97,2.446,0.8935,3.475,4.12,0.22,7.97,17.422273761468
"361-U1475E-3H-4, 134-136",22.299,2345.4,833.6,2.453,0.8707,3.408,4.05,0.039,19.75,42.1798381162613
"361-U1475E-3H-4, 138-140",22.339,2349.4,835.24,2.443,0.8809,3.821,4.46,-0.081,5.08,10.9321451080985
"361-U1475E-3H-4, 142-144",22.379,2353.4,836.87,2.451,0.8247,3.49,4.13,0.036,0,0
"361-U1475E-3H-4, 146-148",22.419,2357.4,838.51,2.432,0.7347,3.462,4.1,-0.069,2.95,5.27097276264622
"361-U1475E-3H-5, 0-2",22.459,2361.4,840.15,2.438,0.7487,3.841,4.48,-0.293,2.33,4.25196311725167
"361-U1475E-3H-5, 4-6",22.499,2365.4,841.79,2.447,0.7506,3.828,4.47,-0.056,3.34,6.13376657695116
"361-U1475E-3H-5, 8-10",22.539,2369.4,843.43,2.443,0.697,3.757,4.4,-0.441,16.7,28.4401856828731
"361-U1475E-3H-5, 12-14",22.579,2373.4,845.06,2.445,0.6923,3.549,4.19,-0.136,3.34,5.65366454767737
"361-U1475E-3H-5, 16-18",22.619,2377.4,846.69,2.46,0.7374,3.305,3.95,0.064,0,0
"361-U1475E-3H-5, 20-22",22.659,2381.4,848.31,2.465,0.6807,3.208,3.85,0.012,23.72,39.7972137047083
"361-U1475E-3H-5, 24-26",22.699,2385.4,849.94,2.461,0.6909,3.249,3.89,-0.103,0,0
"361-U1475E-3H-5, 28-30",22.739,2389.4,851.57,2.449,0.7007,3.225,3.87,0.096,,
"361-U1475E-3H-5, 32-34",22.779,2393.4,853.2,2.446,0.682,3.04,3.68,0.147,0,0
"361-U1475E-3H-5, 36-38",22.819,2397.4,854.86,2.423,0.7295,3.219,3.86,0.144,3,5.30238643246532
"361-U1475E-3H-5, 40-42",22.859,2401.4,856.51,2.417,0.7557,3.174,3.81,0.068,0,0
"361-U1475E-3H-5, 44-46",22.899,2405.4,858.18,2.396,0.8043,3.235,3.88,-0.013,14.22,27.4016061332027
"361-U1475E-3H-5, 48-50",22.939,2409.4,859.87,2.361,0.8335,3.02,3.66,0.26,2.93,5.76578066344026
"361-U1475E-3H-5, 52-54",22.979,2413.4,861.58,2.35,0.8186,3.009,3.65,-0.023,2.78,5.34920484193187
"361-U1475E-3H-5, 56-58",23.019,2417.4,863.33,2.283,0.853,2.993,3.63,-0.007,8.11,15.791267747091
"361-U1475E-3H-5, 60-62",23.059,2421.4,865.1,2.257,0.8856,3.193,3.83,0.353,5.04,10.0749941309252
"361-U1475E-3H-5, 64-66",23.099,2425.4,867.12,1.986,0.9009,2.91,3.55,0.168,0,0
"361-U1475E-3H-5, 68-70",23.139,2429.4,869.45,1.713,0.8812,3.812,4.45,-0.176,0,0
"361-U1475E-3H-5, 72-74",23.179,2433.4,871.87,1.65,0.8512,3.742,4.38,-0.347,2.77,3.89001864225037
"361-U1475E-3H-5, 76-78",23.219,2437.4,874.28,1.662,0.8725,3.824,4.46,-0.284,5.82,8.44093484042526
"361-U1475E-3H-5, 80-82",23.259,2441.4,876.68,1.667,0.8292,4.135,4.78,-0.487,0,0
"361-U1475E-3H-5, 84-86",23.299,2445.4,879.07,1.671,0.7712,4.145,4.79,-0.549,4.05,5.21891729323333
"361-U1475E-3H-5, 88-90",23.339,2449.4,881.44,1.687,0.796,4.314,4.95,-0.467,6.7,8.9996625042182
"361-U1475E-3H-5, 92-94",23.379,2453.4,883.82,1.684,0.7977,4.36,5,-0.489,3.61,4.8498944
"361-U1475E-3H-5, 96-98",23.419,2457.4,886.19,1.686,0.7891,4.371,5.01,-0.448,6.7,8.9121011378005
"361-U1475E-3H-5, 100-102",23.459,2461.4,888.55,1.699,0.8088,4.243,4.88,-0.527,9.28,12.7512701945129
"361-U1475E-3H-5, 104-106",23.499,2465.4,890.9,1.703,0.7397,3.689,4.33,-0.126,9.43,11.8823943446043
"361-U1475E-3H-5, 108-110",23.539,2469.4,893.28,1.681,0.6436,4.104,4.74,-0.571,9.94,10.7539487265701
"361-U1475E-3H-5, 112-114",23.579,2473.4,895.67,1.674,0.7213,4.131,4.77,-0.588,0,0
"361-U1475F-2H-3, 20-22",23.624,2477.9,898.37,1.664,0.7463,3.85,4.49,-0.132,7.78,9.66260981472565
"361-U1475F-2H-3, 24-26",23.664,2481.9,900.78,1.659,0.7538,3.817,4.46,0.029,25.19,31.5043211945258
"361-U1475F-2H-3, 28-30",23.704,2485.9,903.18,1.664,0.7635,3.747,4.39,-0.313,45.2,57.4108613017263
"361-U1475F-2H-3, 32-34",23.744,2489.9,905.61,1.648,0.7595,3.842,4.48,-0.028,10.26,12.8433048207663
"361-U1475F-2H-3, 36-38",23.784,2493.9,908.04,1.648,0.7621,3.755,4.4,-0.111,38.24,48.0261505376332
